Timestamp,What is your major?,What is your GPA?,How often do you exercise on average?,How often do you shower on average?,How often do you brush your teeth on average?,How long do you spend on skincare on average?,"On a scale of 1-6, how much energy do you have on average?",How many hours of sleep do you get on average?
2023/10/28 1:25:16 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:16 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:16 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:16 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:16 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:16 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:16 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:16 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:16 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:16 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:16 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:16 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:17 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:18 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
2023/10/28 1:25:19 PM EST,Computer Engineering,3.0-3.5,A few times a month,Once every 2 days,Once every 3-4 days,0-10 minutes,5,5-Apr
